Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,3.110000,3.110000,3.110000,3.110000,2.889532,0
2019-01-02,3.110000,3.120000,3.070000,3.070000,2.852368,3966900
2019-01-03,3.070000,3.080000,3.030000,3.040000,2.824495,7466000
2019-01-04,3.020000,3.080000,3.020000,3.060000,2.843077,4067400
2019-01-07,3.100000,3.140000,3.100000,3.140000,2.917406,7678100
2019-01-08,3.150000,3.180000,3.130000,3.180000,2.954570,5359700
2019-01-09,3.190000,3.210000,3.160000,3.190000,2.963861,7563800
2019-01-10,3.200000,3.270000,3.190000,3.270000,3.038190,11032500
2019-01-11,3.280000,3.300000,3.270000,3.270000,3.038190,9913100
2019-01-14,3.270000,3.270000,3.270000,3.270000,3.038190,0
2019-01-15,3.370000,3.410000,3.280000,3.280000,3.047481,20366200
2019-01-16,3.290000,3.310000,3.280000,3.300000,3.066063,9660100
2019-01-17,3.320000,3.330000,3.270000,3.280000,3.047481,6235000
2019-01-18,3.300000,3.310000,3.280000,3.300000,3.066063,7821500
2019-01-21,3.300000,3.310000,3.280000,3.280000,3.047481,7547600
2019-01-22,3.280000,3.280000,3.250000,3.270000,3.038190,5218500
2019-01-23,3.270000,3.300000,3.250000,3.270000,3.038190,4837800
2019-01-24,3.280000,3.310000,3.270000,3.290000,3.056772,10788200
2019-01-25,3.310000,3.320000,3.290000,3.300000,3.066063,6431000
2019-01-28,3.310000,3.320000,3.290000,3.300000,3.066063,4259000
2019-01-29,3.300000,3.300000,3.280000,3.300000,3.066063,4603800
2019-01-30,3.300000,3.320000,3.280000,3.300000,3.066063,9334700
2019-01-31,3.330000,3.360000,3.330000,3.330000,3.093936,13143000
2019-02-01,3.340000,3.380000,3.330000,3.350000,3.112519,6871800
2019-02-04,3.340000,3.360000,3.310000,3.320000,3.084646,2083100
2019-02-05,3.320000,3.320000,3.320000,3.320000,3.084646,0
2019-02-07,3.360000,3.380000,3.330000,3.350000,3.112519,7969600
2019-02-08,3.310000,3.340000,3.310000,3.320000,3.084646,5702042
2019-02-11,3.300000,3.330000,3.290000,3.320000,3.084646,5173700
2019-02-12,3.310000,3.330000,3.280000,3.300000,3.066063,5753400
2019-02-13,3.330000,3.350000,3.320000,3.330000,3.093936,6418800
2019-02-14,3.340000,3.400000,3.340000,3.400000,3.158974,11182900
2019-02-15,3.390000,3.390000,3.340000,3.360000,3.121810,5023500
2019-02-18,3.370000,3.380000,3.340000,3.340000,3.103228,7260100
2019-02-19,3.350000,3.390000,3.340000,3.390000,3.149683,8880100
2019-02-20,3.430000,3.450000,3.420000,3.430000,3.186848,8945600
2019-02-21,3.440000,3.510000,3.430000,3.500000,3.251885,13038500
2019-02-22,3.500000,3.510000,3.450000,3.460000,3.214721,10305600
2019-02-25,3.470000,3.530000,3.460000,3.530000,3.279759,13896800
2019-02-26,3.520000,3.520000,3.470000,3.500000,3.251885,6619100
2019-02-27,3.510000,3.530000,3.480000,3.480000,3.233303,6550900
2019-02-28,3.480000,3.480000,3.400000,3.420000,3.177557,16806200
2019-03-01,3.400000,3.440000,3.350000,3.430000,3.186848,11698600
2019-03-04,3.440000,3.500000,3.400000,3.490000,3.242594,9744300
2019-03-05,3.470000,3.490000,3.450000,3.480000,3.233303,4830900
2019-03-06,3.480000,3.480000,3.450000,3.470000,3.224012,5738000
2019-03-07,3.450000,3.470000,3.430000,3.450000,3.205430,3969700
2019-03-08,3.410000,3.440000,3.400000,3.430000,3.186848,5464600
2019-03-11,3.420000,3.450000,3.420000,3.440000,3.196139,2541000
2019-03-12,3.470000,3.510000,3.460000,3.470000,3.224012,5252200
